day: day of measurement,,,,,,,,,
month: month of measurement,,,,,,,,,
year: year of measurement,,,,,,,,,
station: location of measurement     ,,,,,,,,,
"maxtp: Maximum Air Temperature (C)	  ",,,,,,,,,
mintp: Minimum  Air Temperature (C),,,,,,,,,
rain: Precipitation Amount (mm),,,,,,,,,
wdsp: Mean Wind Speed (knot),,,,,,,,,
hg: Highest Gust (knot),,,,,,,,,
sun: Sunshine duration (hours),,,,,,,,,
,,,,,,,,,
day,month,year,station,maxtp,mintp,rain,wdsp,hg,sun
8,jan,2018,Shannon Airport,5.8,-4.4,0.1,8,27,0.9
9,jan,2018,Shannon Airport,9.3,2.9,3.1,13.1,31,0
10,jan,2018,Shannon Airport,7.5,1.8,16.3,7.3,17,0
11,jan,2018,Shannon Airport,5.3,2.4,0.8,6.8,19,0
12,jan,2018,Shannon Airport,10.3,3.2,2.1,18.8,37,0
13,jan,2018,Shannon Airport,10.3,3.8,3.2,8.8,31,3.5
14,jan,2018,Shannon Airport,10.2,3.1,7.8,10,29,0.8
15,jan,2018,Shannon Airport,10.1,4.6,12.2,18.1,38,1.8
16,jan,2018,Shannon Airport,6.4,1,10.7,23.3,63,0.9
17,jan,2018,Shannon Airport,11.2,2.8,14.1,19.7,59,0.1
18,jan,2018,Shannon Airport,7.4,2.3,6.6,12.1,41,2.9
19,jan,2018,Shannon Airport,5.6,1.9,4.6,9.8,31,0.4
20,jan,2018,Shannon Airport,10.6,3.6,3.9,11,36,2.1
21,jan,2018,Shannon Airport,12.6,5.2,20.2,14.1,40,0
22,jan,2018,Shannon Airport,11.1,7.4,0,9.4,24,1.7
23,jan,2018,Shannon Airport,13.3,8.9,2.8,13.9,40,2.9
24,jan,2018,Shannon Airport,11.3,5.2,17.2,17.4,42,4.6
25,jan,2018,Shannon Airport,9.6,4.5,4.9,10.7,35,2.5
26,jan,2018,Shannon Airport,8.1,3.1,3.1,6.5,16,0.9
27,jan,2018,Shannon Airport,11.7,8.1,15.6,14.1,31,0
28,jan,2018,Shannon Airport,12.3,10.5,1.4,15,33,0
29,jan,2018,Shannon Airport,12,3.7,8.2,8.4,27,5.3
30,jan,2018,Shannon Airport,9.2,4,2.6,9.2,38,0
31,jan,2018,Shannon Airport,9,2.8,6.7,17.5,45,3
1,feb,2018,Shannon Airport,7.8,2.5,0.6,10.3,34,6.9
2,feb,2018,Shannon Airport,7,1.3,1.7,5.7,22,0.6
3,feb,2018,Shannon Airport,7.5,2.5,1.5,10.4,28,6.7
4,feb,2018,Shannon Airport,8.3,-0.1,0,4.8,15,6.2
5,feb,2018,Shannon Airport,5.4,1.7,2.6,5.6,13,0.3
6,feb,2018,Shannon Airport,5.9,-0.8,0.4,8,29,7.7
7,feb,2018,Shannon Airport,7.4,-0.2,1.1,5.7,17,0
8,feb,2018,Shannon Airport,8.6,2.9,4.7,9.2,38,0.7
9,feb,2018,Shannon Airport,6.6,0.7,3.7,9.4,38,4.7
10,feb,2018,Shannon Airport,10.8,3.3,12.9,15.9,48,2.1
11,feb,2018,Shannon Airport,4.8,0.2,10.3,10.3,39,2.8
12,feb,2018,Shannon Airport,6.8,1.2,14.4,12.9,32,7.1
13,feb,2018,Shannon Airport,6.5,1,2,10.5,30,6.7
14,feb,2018,Shannon Airport,10.1,3.7,4.4,15.7,40,2.1
15,feb,2018,Shannon Airport,6.3,2.1,2.9,16,49,5
16,feb,2018,Shannon Airport,7.7,2.3,3.5,9,34,0.2
17,feb,2018,Shannon Airport,9.5,2.2,0.8,5.3,11,2.3
18,feb,2018,Shannon Airport,11.2,5.1,3.1,8.2,19,0
19,feb,2018,Shannon Airport,13.6,3.9,0.5,6.1,25,1.7
20,feb,2018,Shannon Airport,10.3,0.9,0,4,15,6.4
21,feb,2018,Shannon Airport,9.5,-1.4,0,4.3,13,7.5
22,feb,2018,Shannon Airport,8.9,3.7,0,9.8,23,3.3
23,feb,2018,Shannon Airport,8.2,4.3,,15.6,35,1.9
24,feb,2018,Shannon Airport,6.9,-0.2,0,12.6,29,0.1
25,feb,2018,Shannon Airport,7.2,0,0,11.5,28,5.9
26,feb,2018,Shannon Airport,4.2,1,0,12.8,26,3.8
27,feb,2018,Shannon Airport,5.4,-3.8,0.5,8.5,29,4.7
28,feb,2018,Shannon Airport,0.8,-3.9,0.3,13,29,5.3
1,mar,2018,Shannon Airport,0,-5,0.2,13.6,31,4.4
2,mar,2018,Shannon Airport,0.9,-0.8,7.4,12.5,29,0
3,mar,2018,Shannon Airport,3.5,-0.7,0.8,11.9,27,0
4,mar,2018,Shannon Airport,3.9,1.7,0.2,10.7,23,0
5,mar,2018,Shannon Airport,5.1,2.4,0.2,2.9,9,0
6,mar,2018,Shannon Airport,8.5,1.9,0.1,5.6,24,2.3
7,mar,2018,Shannon Airport,7.9,2.1,4.1,7.9,25,6
8,mar,2018,Shannon Airport,9.8,-0.1,0.3,7.6,21,9.4
9,mar,2018,Shannon Airport,7.8,-2.3,2.6,7.1,26,0
10,mar,2018,Shannon Airport,13.9,5.3,3,10.1,25,2.3
11,mar,2018,Shannon Airport,13.3,6,0.1,6.9,16,2.6
12,mar,2018,Shannon Airport,10.2,2.2,0.3,6.5,24,1.9
13,mar,2018,Shannon Airport,10.6,1.2,0.1,12.5,37,4.2
14,mar,2018,Shannon Airport,11.2,8.8,7.1,19.6,43,0.5
15,mar,2018,Shannon Airport,11.7,5,5.3,10.3,30,1.7
16,mar,2018,Shannon Airport,11.5,3.6,1.6,9.3,22,4.8
17,mar,2018,Shannon Airport,6.8,-0.7,0,12,29,0
18,mar,2018,Shannon Airport,1.9,-2,0.3,14.2,32,2.7
19,mar,2018,Shannon Airport,6.9,-0.3,0,9.8,24,4.6
20,mar,2018,Shannon Airport,9.3,-3.5,0,3.5,11,10
21,mar,2018,Shannon Airport,12,-0.3,0,7.6,22,1
22,mar,2018,Shannon Airport,11.4,4.6,6.1,11.2,31,0
23,mar,2018,Shannon Airport,9.1,5.4,3.7,9.2,29,2
24,mar,2018,Shannon Airport,11.1,1.8,0,5.6,18,8.6
25,mar,2018,Shannon Airport,12.5,-0.4,0,4.1,17,8.4
26,mar,2018,Shannon Airport,11,2.9,4.1,9,19,0
27,mar,2018,Shannon Airport,11,4.5,0.5,12.6,32,4.1
28,mar,2018,Shannon Airport,9.4,2.2,4,8.2,25,8.1
29,mar,2018,Shannon Airport,10.5,1.4,1.4,6.2,17,9.1
30,mar,2018,Shannon Airport,8.7,2.1,0.1,6.7,21,1.6
31,mar,2018,Shannon Airport,10,1.9,0,5.7,17,8.1
1,apr,2018,Shannon Airport,8.3,1.4,6.1,10.5,28,0
2,apr,2018,Shannon Airport,8.6,2.8,7.5,8.1,23,0
3,apr,2018,Shannon Airport,11.2,5.2,4.8,7.8,25,1.5
4,apr,2018,Shannon Airport,9.6,-0.2,0,12,32,9.5
5,apr,2018,Shannon Airport,10.5,-1.5,2.8,14.9,36,1.1
6,apr,2018,Shannon Airport,12.7,8.5,7.7,15.5,40,3.4
7,apr,2018,Shannon Airport,14,7.2,3.1,5,13,3.8
8,apr,2018,Shannon Airport,14,6.3,2.9,6.4,17,4.4
9,apr,2018,Shannon Airport,13.7,7.3,2.7,8.4,24,3.1
10,apr,2018,Shannon Airport,13,6.9,0.2,11.5,24,1.5
11,apr,2018,Shannon Airport,11.3,7.5,0,6.2,18,0
12,apr,2018,Shannon Airport,13.5,6.7,0,6,19,2
13,apr,2018,Shannon Airport,14,6.3,0.2,3.7,10,
14,apr,2018,Shannon Airport,14.6,7.9,0,14,31,1.6
15,apr,2018,Shannon Airport,14.6,9,3,17,33,3.3
16,apr,2018,Shannon Airport,11.8,6.4,7,18.5,40,0
17,apr,2018,Shannon Airport,16.3,10.1,1.6,18.5,36,10.1
18,apr,2018,Shannon Airport,17.9,10.9,0.1,15.9,40,1.6
19,apr,2018,Shannon Airport,,,0.2,6.6,18,9.1
20,apr,2018,Shannon Airport,15.9,6.4,0,6.2,17,13.3
21,apr,2018,Shannon Airport,19,4,2,6.2,20,10.8
22,apr,2018,Shannon Airport,12.5,8.4,1.6,13,30,7.4
23,apr,2018,Shannon Airport,13.4,9,0.8,11.8,29,1.9
24,apr,2018,Shannon Airport,11.8,8.1,9.6,9.7,26,1.7
25,apr,2018,Shannon Airport,12,7,3.9,15,38,8.8
26,apr,2018,Shannon Airport,12.2,6.7,0.9,9.6,31,9
27,apr,2018,Shannon Airport,12.7,5.3,,5.9,21,3.7
28,apr,2018,Shannon Airport,12,4,0,5.4,21,7.1
29,apr,2018,Shannon Airport,13.8,2.2,1.5,5,19,9.4
30,apr,2018,Shannon Airport,13.7,2.5,0.1,5.6,19,12.6
1,may,2018,Shannon Airport,12.7,5.7,6.2,11.9,33,0
2,may,2018,Shannon Airport,12.4,5.7,0.6,12.9,34,11.6
3,may,2018,Shannon Airport,12.7,8.2,0.7,9.9,21,0
4,may,2018,Shannon Airport,16.8,9.6,0.7,5.5,16,4.9
5,may,2018,Shannon Airport,18.4,8.9,0,6.5,18,10.7
6,may,2018,Shannon Airport,20,6.4,0,5,19,7.9
7,may,2018,Shannon Airport,17.7,10.4,0,6.8,18,1.5
8,may,2018,Shannon Airport,14.1,9.5,0.9,11.7,27,8.6
9,may,2018,Shannon Airport,12.2,7.5,3.9,13.6,33,3.1
10,may,2018,Shannon Airport,14.5,6.3,1,12.6,29,11
11,may,2018,Shannon Airport,12.9,6.6,7.7,13,36,7.7
12,may,2018,Shannon Airport,13.9,3.7,0,4.8,15,8.8
13,may,2018,Shannon Airport,15.4,6.1,0,6.3,18,7.4
14,may,2018,Shannon Airport,17,10.7,0.3,6,15,2.7
15,may,2018,Shannon Airport,15.5,5.5,0.2,7.1,23,0.6
16,may,2018,Shannon Airport,16.8,3.1,0,7.8,21,13.9
17,may,2018,Shannon Airport,18,5.2,0,6.6,18,6.5
18,may,2018,Shannon Airport,17.9,9.5,0,4.9,14,3.5
19,may,2018,Shannon Airport,20.1,8.2,0,12,26,7.6
20,may,2018,Shannon Airport,16.5,12.3,11.8,10.2,21,0
21,may,2018,Shannon Airport,12.8,7.4,15.9,8.9,23,0.4
22,may,2018,Shannon Airport,18.1,4,0,5,15,15
23,may,2018,Shannon Airport,,,0,4.1,15,14.6
24,may,2018,Shannon Airport,21,8.4,3.4,4.3,17,9.1
25,may,2018,Shannon Airport,22.8,10.7,0,9.8,23,11.1
26,may,2018,Shannon Airport,21.4,9.6,0,9.3,20,4.3
27,may,2018,Shannon Airport,20.5,12.7,1.8,7.2,18,1.4
28,may,2018,Shannon Airport,24,12.2,0,3.4,10,6.5
29,may,2018,Shannon Airport,26.3,13.1,0,5,17,14.5
30,may,2018,Shannon Airport,24,11.3,0,4.5,14,11.9
31,may,2018,Shannon Airport,23.9,13.7,0,4.7,17,4.7
1,jun,2018,Shannon Airport,21.5,14.3,0,4.8,16,1.7
2,jun,2018,Shannon Airport,20.4,14.5,0,4.7,13,0.3
3,jun,2018,Shannon Airport,21.2,12.3,0,4.3,11,5.2
4,jun,2018,Shannon Airport,22.9,12.6,0,4.9,13,9.8
5,jun,2018,Shannon Airport,23.6,14.1,1,4,13,8.2
6,jun,2018,Shannon Airport,23.9,15.3,0,4.6,13,8.8
7,jun,2018,Shannon Airport,26.1,14.1,0,5.8,20,9.2
8,jun,2018,Shannon Airport,25,13.2,0,4.2,22,5.6
9,jun,2018,Shannon Airport,22.6,13.1,0,4.7,17,5.5
10,jun,2018,Shannon Airport,16.2,13.3,0,6.2,13,0
11,jun,2018,Shannon Airport,18.3,12.8,0.6,6.2,17,0.1
12,jun,2018,Shannon Airport,18.5,9.9,0,6.4,15,4
13,jun,2018,Shannon Airport,17.6,9.9,1.5,11.5,36,0
14,jun,2018,Shannon Airport,17.3,10.4,0.6,18.6,50,7.8
15,jun,2018,Shannon Airport,15.4,10.8,4.2,10.6,24,0.1
16,jun,2018,Shannon Airport,16.4,11.1,1,13.4,29,2.7
17,jun,2018,Shannon Airport,17.6,11,2.2,13.5,29,4.4
18,jun,2018,Shannon Airport,16.3,11,0.8,9.8,23,0.8
19,jun,2018,Shannon Airport,21.4,9.9,1.3,9.2,30,1.2
20,jun,2018,Shannon Airport,16.3,10.3,0.4,12,27,4.1
21,jun,2018,Shannon Airport,17.9,7.3,0,7.5,20,13.3
22,jun,2018,Shannon Airport,19.2,5.5,0,4.5,17,15.1
23,jun,2018,Shannon Airport,22.1,8.4,0,4.1,15,15.3
24,jun,2018,Shannon Airport,26.3,8.1,0,3.4,12,14.9
25,jun,2018,Shannon Airport,26.7,9.7,0,3.3,13,10.6
26,jun,2018,Shannon Airport,29.3,16,0,6.4,18,13.4
27,jun,2018,Shannon Airport,30.8,15.4,0,5.2,16,14.8
28,jun,2018,Shannon Airport,32,12.4,0,4.9,20,15.6
29,jun,2018,Shannon Airport,31.1,15.5,0,5.1,15,15.5
30,jun,2018,Shannon Airport,27.9,13.9,0,5.6,19,11.7
1,jul,2018,Shannon Airport,22.8,14.2,0,11.2,24,8.2
2,jul,2018,Shannon Airport,26.8,11.3,0,8.6,19,14.7
3,jul,2018,Shannon Airport,28,11.6,0,5.7,17,15.3
4,jul,2018,Shannon Airport,23.6,13.5,0,7,17,13.7
5,jul,2018,Shannon Airport,22.6,14.1,0,4.4,12,5.4
6,jul,2018,Shannon Airport,22.3,14.9,0,7.1,18,6.2
7,jul,2018,Shannon Airport,24.7,14.4,0,4.9,17,6.6
8,jul,2018,Shannon Airport,21.3,14.7,0,4.2,14,0.8
9,jul,2018,Shannon Airport,24.1,13.3,0,5.3,16,7.3
10,jul,2018,Shannon Airport,24.3,9.4,0,6,20,14.2
11,jul,2018,Shannon Airport,24.4,13.4,0,6.6,19,8.4
12,jul,2018,Shannon Airport,22,12.6,0,6.1,17,7
13,jul,2018,Shannon Airport,23.8,13,0,5,19,10.2
14,jul,2018,Shannon Airport,21.5,13.1,0.7,7.4,21,1.6
15,jul,2018,Shannon Airport,21.1,14.6,6.5,8.1,21,0.7
16,jul,2018,Shannon Airport,18.3,12.8,1,7.5,22,2.2
17,jul,2018,Shannon Airport,19.9,12.3,0,5.9,19,3.2
18,jul,2018,Shannon Airport,19.9,12,0,4.6,16,7.7
19,jul,2018,Shannon Airport,20.3,11,0,5.7,17,7.1
20,jul,2018,Shannon Airport,20.2,14.4,0.3,8.6,19,0.3
21,jul,2018,Shannon Airport,20.2,12.8,0,7.2,22,5.3
22,jul,2018,Shannon Airport,23.3,16.2,0.6,6.9,16,0.6
23,jul,2018,Shannon Airport,21.7,14.8,0.2,6.9,20,2.4
24,jul,2018,Shannon Airport,21.5,13.6,0,6.7,19,8.4
25,jul,2018,Shannon Airport,25.1,12.2,0,9.5,22,9.3
26,jul,2018,Shannon Airport,23,14.7,13.2,11.5,31,0.8
27,jul,2018,Shannon Airport,19.6,11.2,18.8,8.7,27,0.3
28,jul,2018,Shannon Airport,17.1,10.2,3.3,10.7,40,7.8
29,jul,2018,Shannon Airport,17.8,12.2,0.1,8.3,21,2.3
30,jul,2018,Shannon Airport,17.2,11.6,11.4,9.8,26,8.5
31,jul,2018,Shannon Airport,18.2,11.2,1.1,13,32,1.6
1,aug,2018,Shannon Airport,19.5,13.5,5.6,9.6,28,0
2,aug,2018,Shannon Airport,21.3,16.7,0.8,4.8,14,0.3
3,aug,2018,Shannon Airport,20.1,14.6,0,6.5,18,1
4,aug,2018,Shannon Airport,18.7,13.8,0,4.7,14,0.8
5,aug,2018,Shannon Airport,20,12.2,0,4.5,15,4
6,aug,2018,Shannon Airport,19.4,13.6,0.1,7.5,18,0.4
7,aug,2018,Shannon Airport,17.5,12.6,2.4,9.7,23,4.6
8,aug,2018,Shannon Airport,17.7,9.1,2.1,8.9,24,9.3
9,aug,2018,Shannon Airport,17,8.4,1,8.4,24,8.4
10,aug,2018,Shannon Airport,18,9.8,1.9,5.8,17,8.3
11,aug,2018,Shannon Airport,20.7,9.9,2.8,9.2,22,0.1
12,aug,2018,Shannon Airport,21.1,13.4,0.7,3.6,13,1.7
13,aug,2018,Shannon Airport,18.9,14.2,0.2,8.4,20,3.3
14,aug,2018,Shannon Airport,19.9,15.4,0.2,11.8,28,1
15,aug,2018,Shannon Airport,20.5,13.2,3.5,12.8,28,1.4
16,aug,2018,Shannon Airport,17.7,11.8,1.7,13.6,29,8.3
17,aug,2018,Shannon Airport,17.1,12.9,0.9,15.3,32,0
18,aug,2018,Shannon Airport,23,16.1,1.7,11.6,34,2.9
19,aug,2018,Shannon Airport,21,15.3,0.3,11,32,1.4
20,aug,2018,Shannon Airport,18.3,14.6,,7.1,17,0.1
21,aug,2018,Shannon Airport,23.8,14.2,0.3,8.7,22,5.6
22,aug,2018,Shannon Airport,19.6,13,5.4,8.7,21,4.5
23,aug,2018,Shannon Airport,16.4,11,2.9,13.4,32,7
24,aug,2018,Shannon Airport,15.3,8.9,6.2,11.5,29,4.7
25,aug,2018,Shannon Airport,18.4,5.3,1.2,4.1,17,10.1
26,aug,2018,Shannon Airport,17,11.4,12.3,14.1,33,0.1
27,aug,2018,Shannon Airport,16.2,11.2,0.2,11.7,34,2
28,aug,2018,Shannon Airport,17.1,9.6,4.6,7.4,17,1.6
29,aug,2018,Shannon Airport,17.3,8,0.1,6.2,21,6.6
30,aug,2018,Shannon Airport,18.2,8.5,0,7.4,17,5.2
31,aug,2018,Shannon Airport,18.8,13.9,0.6,11.4,28,0
1,sep,2018,Shannon Airport,22.9,13.8,0,4.2,19,5.7
2,sep,2018,Shannon Airport,19.8,12.2,3.3,9.1,20,1.9
3,sep,2018,Shannon Airport,17,6.8,0,5.9,19,8.7
4,sep,2018,Shannon Airport,17.6,7.2,0,3.9,15,1.8
5,sep,2018,Shannon Airport,17.5,9.4,0.2,7.3,20,0.7
6,sep,2018,Shannon Airport,16,11.8,4.3,9.1,25,0
7,sep,2018,Shannon Airport,16.5,11,1.2,4.7,18,0.3
8,sep,2018,Shannon Airport,17.4,13.7,4.2,7.9,25,0
9,sep,2018,Shannon Airport,16.4,12.7,1,13.5,28,3.8
10,sep,2018,Shannon Airport,16.6,12.3,11.2,9.3,22,0
11,sep,2018,Shannon Airport,16.6,10.7,4.3,9.8,29,1.2
12,sep,2018,Shannon Airport,16.1,9.8,0.5,8.2,20,8.1
13,sep,2018,Shannon Airport,16.3,10.4,0.3,12,26,1.1
14,sep,2018,Shannon Airport,16.1,11.5,3.8,10.8,23,2.6
15,sep,2018,Shannon Airport,17.9,12.4,1.1,11.6,31,0.5
16,sep,2018,Shannon Airport,17.4,10.5,3.5,8.9,25,5.6
17,sep,2018,Shannon Airport,19.7,10.4,7.1,13.1,37,0.2
18,sep,2018,Shannon Airport,17.8,12.6,1.2,13.5,33,5.6
19,sep,2018,Shannon Airport,15.6,9.7,4.3,20.2,58,3
20,sep,2018,Shannon Airport,10.9,6.7,15.8,6.7,26,0
21,sep,2018,Shannon Airport,15.1,7.3,6.8,11.9,40,6.4
22,sep,2018,Shannon Airport,12.9,9,3.6,5.9,17,1
23,sep,2018,Shannon Airport,13.9,4.6,0.1,7.4,23,9.6
24,sep,2018,Shannon Airport,15,3.2,0,4,13,7.3
25,sep,2018,Shannon Airport,,,0.7,10.6,25,0.1
26,sep,2018,Shannon Airport,19.2,11.1,0.9,4.6,12,1.1
27,sep,2018,Shannon Airport,15.7,5.6,0.3,5.6,22,3.4
28,sep,2018,Shannon Airport,14.1,3,0.1,4.6,20,9.9
29,sep,2018,Shannon Airport,14.4,4,0.1,7.3,20,5.9
30,sep,2018,Shannon Airport,13.1,6.8,0.6,7.8,23,1
1,oct,2018,Shannon Airport,14.3,6.7,1.4,9.5,27,1.6
2,oct,2018,Shannon Airport,15.8,12.3,,12.3,,1.8
3,oct,2018,Shannon Airport,14.9,12.2,0.8,7.2,19,0.3
4,oct,2018,Shannon Airport,16,10.2,2.8,6.1,17,0
5,oct,2018,Shannon Airport,12.1,6.9,0,5.9,14,1.5
6,oct,2018,Shannon Airport,12.7,3.6,0,5.7,17,9.2
7,oct,2018,Shannon Airport,15.5,5.7,0,13.8,33,0.9
8,oct,2018,Shannon Airport,16,13.7,0.1,13.7,,0
9,oct,2018,Shannon Airport,18.4,13.6,0,14.2,30,3.3
10,oct,2018,Shannon Airport,20.5,13.5,0,15.2,32,5.9
11,oct,2018,Shannon Airport,15.6,11,4.7,12.3,46,4.7
12,oct,2018,Shannon Airport,14.9,11.1,14.8,15.8,48,0.6
13,oct,2018,Shannon Airport,12.6,6.9,12.9,6.4,16,0
14,oct,2018,Shannon Airport,13.8,3.4,0.2,5.1,12,6.6
15,oct,2018,Shannon Airport,14.2,3,0,3.9,13,8.9
16,oct,2018,Shannon Airport,16,8.6,1.1,9.9,23,5
17,oct,2018,Shannon Airport,13.4,4.3,1.6,6,19,6.9
18,oct,2018,Shannon Airport,13.2,1.8,0.1,4.6,12,5.4
19,oct,2018,Shannon Airport,15.1,8,0,6.1,13,0.5
20,oct,2018,Shannon Airport,17.6,11,0,6,13,1.4
21,oct,2018,Shannon Airport,14.7,5.3,0.8,7.9,,4.5
22,oct,2018,Shannon Airport,13.1,2.4,0,5.4,16,6.7
23,oct,2018,Shannon Airport,14,8.9,0,10.2,22,3.3
24,oct,2018,Shannon Airport,11.9,10.1,0,6.8,15,0
25,oct,2018,Shannon Airport,13.3,8.7,0.2,8.3,26,0.1
26,oct,2018,Shannon Airport,10.2,4.6,1.4,10.4,31,8.4
27,oct,2018,Shannon Airport,7.8,0.3,1.1,9.2,35,7.7
28,oct,2018,Shannon Airport,9.2,-1.1,0,5.2,14,8.1
29,oct,2018,Shannon Airport,9.3,2.3,0.2,10.7,27,0.1
30,oct,2018,Shannon Airport,9.8,4.1,2.6,5.8,15,0.1
31,oct,2018,Shannon Airport,10.3,3.3,1,4.8,17,2
1,nov,2018,Shannon Airport,10.3,0.8,2.1,3.7,12,6.8
2,nov,2018,Shannon Airport,13.4,0.1,2.1,11.2,32,0.4
3,nov,2018,Shannon Airport,16.3,8.5,3.2,13.3,33,0.6
4,nov,2018,Shannon Airport,12.6,7.5,2.2,6.9,19,4.4
5,nov,2018,Shannon Airport,10.9,7.3,3.3,5.9,16,1.4
6,nov,2018,Shannon Airport,13.8,6.2,3.1,11.1,30,2.6
7,nov,2018,Shannon Airport,10,2.7,4,7.8,27,3.5
8,nov,2018,Shannon Airport,12.3,5,0.4,10,26,3.7
9,nov,2018,Shannon Airport,13.5,6.4,14.5,15.6,42,0.4
10,nov,2018,Shannon Airport,11.2,5.7,0.6,7,17,5.6
11,nov,2018,Shannon Airport,9.9,4.6,2.3,9.9,24,2.8
12,nov,2018,Shannon Airport,10.8,8,6.3,11,24,1.8
13,nov,2018,Shannon Airport,13.6,6.6,3.9,12.5,28,0.3
14,nov,2018,Shannon Airport,15.1,13.2,2.7,17.2,34,0.1
15,nov,2018,Shannon Airport,13.7,6.8,4.4,11.9,29,0.8
16,nov,2018,Shannon Airport,13.1,7,0.2,14.2,31,0
17,nov,2018,Shannon Airport,13.5,8.7,0,14.9,29,0.5
18,nov,2018,Shannon Airport,11.9,5.2,0,10,24,7.6
19,nov,2018,Shannon Airport,8.8,3,0,7.3,25,2.8
20,nov,2018,Shannon Airport,7,2.8,0.7,9.8,24,2.2
21,nov,2018,Shannon Airport,6.3,3.2,0.5,6.8,22,0
22,nov,2018,Shannon Airport,7.9,2.8,0.3,10.8,28,0.5
23,nov,2018,Shannon Airport,8.3,4.7,4.4,9.4,20,0
24,nov,2018,Shannon Airport,9.8,4.3,0,8,17,1.1
25,nov,2018,Shannon Airport,8.6,0.4,0,4.3,13,5.2
26,nov,2018,Shannon Airport,9.3,1.8,0.4,10.3,25,1
27,nov,2018,Shannon Airport,11.1,7.7,15.1,16.7,48,2.3
28,nov,2018,Shannon Airport,14.4,9.1,5.7,19.5,51,0
29,nov,2018,Shannon Airport,10.6,6.9,4.4,11.8,36,2.4
30,nov,2018,Shannon Airport,9.3,6.4,2.3,12.3,35,2.3
1,dec,2018,Shannon Airport,10.2,6.8,9.6,6.7,23,0.2
2,dec,2018,Shannon Airport,12.5,9.4,12.3,13.5,34,0.3
3,dec,2018,Shannon Airport,9.5,1,8.8,4.9,21,5.1
4,dec,2018,Shannon Airport,6.5,-0.2,9.5,7.5,26,0
5,dec,2018,Shannon Airport,12.5,6.5,10.1,5.5,19,2.2
6,dec,2018,Shannon Airport,13.9,9.6,4,11,30,0
7,dec,2018,Shannon Airport,12.8,4.4,6.7,21.1,53,3.1
8,dec,2018,Shannon Airport,11.1,7.4,7.5,20.4,51,1.3
9,dec,2018,Shannon Airport,10.2,5.4,2.9,14,46,2.3
10,dec,2018,Shannon Airport,10.4,4.4,0.2,7.3,24,0.2
11,dec,2018,Shannon Airport,11.2,5.4,0.8,13.2,33,0
12,dec,2018,Shannon Airport,9.1,2.6,0.4,12.8,38,0.6
13,dec,2018,Shannon Airport,9.5,7.3,3.4,16.5,41,0
14,dec,2018,Shannon Airport,10.3,7.6,3.6,15.6,32,0
15,dec,2018,Shannon Airport,14.2,6,15.4,15.9,44,0.6
16,dec,2018,Shannon Airport,9.2,4.3,1.4,7.4,21,2.7
17,dec,2018,Shannon Airport,12.6,4.3,2.3,17.2,43,0
18,dec,2018,Shannon Airport,12.4,4.9,13.9,12.2,41,3.7
19,dec,2018,Shannon Airport,8.3,4.8,9.5,11.5,30,0.4
20,dec,2018,Shannon Airport,9,6.4,6.9,11.5,30,0.6
21,dec,2018,Shannon Airport,10.5,6.4,5.1,10.5,37,0.5
22,dec,2018,Shannon Airport,10.5,7,9.1,8.2,25,3.3
23,dec,2018,Shannon Airport,10,7.2,8.3,6.1,22,0
24,dec,2018,Shannon Airport,11.3,7.3,3,8.1,16,0
25,dec,2018,Shannon Airport,12.5,10.1,0,9.5,22,0
26,dec,2018,Shannon Airport,12.1,9.7,0,8.2,21,0.1
27,dec,2018,Shannon Airport,12,8.7,0,4.6,11,0.4
28,dec,2018,Shannon Airport,12.5,8.7,1,5.2,12,0
29,dec,2018,Shannon Airport,11.9,10.4,4,7.5,20,0
30,dec,2018,Shannon Airport,12,9.4,0.1,4.8,12,1
31,dec,2018,Shannon Airport,11.6,8.8,0,5.6,14,1.9
1,jan,2019,Shannon Airport,10.5,8.3,0,2.5,8,0.1
2,jan,2019,Shannon Airport,8.3,6.8,0.8,4.2,10,0
3,jan,2019,Shannon Airport,9.1,6.5,0,8,15,0
4,jan,2019,Shannon Airport,8.3,5.9,0,8.9,19,0
5,jan,2019,Shannon Airport,9.7,4.1,0,6.3,16,2.4
6,jan,2019,Shannon Airport,10.3,5.5,0.2,5.5,12,0.1
7,jan,2019,Shannon Airport,11.1,6.1,1.3,12,30,0
8,jan,2019,Shannon Airport,9.8,6.3,0.1,3,10,0.9
9,jan,2019,Shannon Airport,11.1,8.1,0.7,2.7,11,0
10,jan,2019,Shannon Airport,11.4,8.2,0.3,2.8,9,0.1
11,jan,2019,Shannon Airport,9.9,7.8,0.5,6,20,1.7
12,jan,2019,Shannon Airport,10.2,8.5,0.6,12.2,26,0.1
13,jan,2019,Shannon Airport,10.9,8.5,1.2,14.7,32,0
14,jan,2019,Shannon Airport,9.7,6.4,1.8,7.1,19,0.6
15,jan,2019,Shannon Airport,10.5,4.4,0.8,7.7,20,0.4
16,jan,2019,Shannon Airport,8.9,3.3,5.6,9.7,27,2.3
17,jan,2019,Shannon Airport,6.4,0.5,1.1,7.3,27,0.1
18,jan,2019,Shannon Airport,10.1,4.2,3.6,8,27,5.1
19,jan,2019,Shannon Airport,8.6,3.3,3.3,2.3,10,0.8
20,jan,2019,Shannon Airport,8.1,-0.4,0.4,7,24,3.1
21,jan,2019,Shannon Airport,6.8,-0.3,7.8,10.3,34,0
22,jan,2019,Shannon Airport,5.9,1.8,5.5,7.7,31,0.1
