day: day of measurement,,,,,,,,,
month: month of measurement,,,,,,,,,
year: year of measurement,,,,,,,,,
station: location of measurement     ,,,,,,,,,
"maxtp: Maximum Air Temperature (C)	  ",,,,,,,,,
mintp: Minimum  Air Temperature (C),,,,,,,,,
rain: Precipitation Amount (mm),,,,,,,,,
wdsp: Mean Wind Speed (knot),,,,,,,,,
hg: Highest Gust (knot),,,,,,,,,
sun: Sunshine duration (hours),,,,,,,,,
,,,,,,,,,
day,month,year,station,maxtp,mintp,rain,wdsp,hg,sun
3,apr,2018,Knock Airport,6.8,2.2,13.8,8,18,0
4,apr,2018,Knock Airport,6.3,0.9,0.1,11.2,37,6.4
5,apr,2018,Knock Airport,7.8,-2.1,4.2,12,35,2.4
6,apr,2018,Knock Airport,10.1,5.1,14.7,16.2,48,0.1
7,apr,2018,Knock Airport,12.7,4.2,4.8,2.6,13,0.9
8,apr,2018,Knock Airport,12.6,4.3,3.4,3,14,0
9,apr,2018,Knock Airport,12.1,5,1.1,6.9,21,0.5
10,apr,2018,Knock Airport,10.7,4.8,0.1,8.9,20,0
11,apr,2018,Knock Airport,9.5,5.4,0,6.5,19,0
12,apr,2018,Knock Airport,7.8,5.8,0.2,7.5,21,0
13,apr,2018,Knock Airport,11.6,5.9,0.8,3.5,10,0
14,apr,2018,Knock Airport,13.3,6.5,0.8,11.7,30,0.1
15,apr,2018,Knock Airport,12.8,7.7,9.5,16.5,36,0.1
16,apr,2018,Knock Airport,9.6,5.3,16.8,17,41,0.7
17,apr,2018,Knock Airport,14.3,8,12.8,18.2,46,2.6
18,apr,2018,Knock Airport,16.2,8.6,2.1,15.2,46,0.1
19,apr,2018,Knock Airport,15.1,6.4,0.4,9.4,24,3.6
20,apr,2018,Knock Airport,14.1,4.8,0.1,7.9,20,2.2
21,apr,2018,Knock Airport,14.6,3.6,2.2,7.8,22,4.8
22,apr,2018,Knock Airport,11.1,6.4,3.9,11.8,31,1.3
23,apr,2018,Knock Airport,11.3,6.8,1.1,14.1,39,0.2
24,apr,2018,Knock Airport,10.2,4.8,4.1,9,22,0.9
25,apr,2018,Knock Airport,10.8,3.5,5.4,13.7,35,4.8
26,apr,2018,Knock Airport,10,3.8,6.2,8.8,28,3
27,apr,2018,Knock Airport,11.6,3.1,0,6.3,20,9.1
28,apr,2018,Knock Airport,11.1,3.3,0,3.8,15,6.1
29,apr,2018,Knock Airport,11.8,2.5,1.5,4.2,17,8
30,apr,2018,Knock Airport,13.1,3.5,0,5.1,21,10.9
1,may,2018,Knock Airport,10,3.8,11.1,11.8,28,0
2,may,2018,Knock Airport,10.5,3.7,2.2,11.9,38,8.4
3,may,2018,Knock Airport,11.8,5.3,3.1,9.7,26,0.7
4,may,2018,Knock Airport,15.9,7.6,0.2,8.5,23,2.9
5,may,2018,Knock Airport,16.1,8.5,0,11.5,29,8
6,may,2018,Knock Airport,17.4,8.1,0,7.8,22,5.8
7,may,2018,Knock Airport,15.8,8.3,0.4,9.2,26,4.9
8,may,2018,Knock Airport,13.1,6.9,3,11.8,28,7
9,may,2018,Knock Airport,11.2,4.3,8.4,13.7,32,4.3
10,may,2018,Knock Airport,12.2,3.4,2,10.6,25,7.9
11,may,2018,Knock Airport,11.3,3.1,10.9,12,36,6.1
12,may,2018,Knock Airport,13.2,1.8,0,7.4,21,11.9
13,may,2018,Knock Airport,14,3.2,1.2,7.7,20,6.5
14,may,2018,Knock Airport,15,8.2,0.1,6.5,19,1.6
15,may,2018,Knock Airport,12.2,5,0.7,9.8,27,2
16,may,2018,Knock Airport,13.8,4.7,0,8.8,21,14
17,may,2018,Knock Airport,16.5,3.9,0,7.4,18,9
18,may,2018,Knock Airport,16.7,7.5,0,7,21,3
19,may,2018,Knock Airport,18.7,6.9,1.6,10.3,26,6.4
20,may,2018,Knock Airport,14.9,9.8,6.4,11,24,0
21,may,2018,Knock Airport,11.8,4.9,16,9.7,25,4.1
22,may,2018,Knock Airport,16.8,4.4,0,6.4,19,12.9
23,may,2018,Knock Airport,20.5,8.5,0,6.4,17,13.1
24,may,2018,Knock Airport,20.2,8.2,0,6,17,6.6
25,may,2018,Knock Airport,19.5,8.9,0,10.4,21,10.6
26,may,2018,Knock Airport,21.2,8.8,0,9,22,5.3
27,may,2018,Knock Airport,22,12.3,0,9.6,25,8.1
28,may,2018,Knock Airport,22.4,12.9,0,3.9,12,4.2
29,may,2018,Knock Airport,23.8,13.4,0,6.3,20,13.9
30,may,2018,Knock Airport,23.4,10.9,0,6.3,17,10.8
31,may,2018,Knock Airport,21,14,0,4,10,1.9
1,jun,2018,Knock Airport,22.4,12.3,0,4.2,17,5.2
2,jun,2018,Knock Airport,17.8,11.9,3,5.1,11,0.1
3,jun,2018,Knock Airport,21.1,13.2,0.1,3.6,14,4.4
4,jun,2018,Knock Airport,20.1,12.3,0.1,5,17,2.5
5,jun,2018,Knock Airport,20.3,12.3,0.1,4,11,1.2
6,jun,2018,Knock Airport,23.3,11.3,0.1,5.1,16,12.9
7,jun,2018,Knock Airport,23.4,12.2,0,5.1,18,9.8
8,jun,2018,Knock Airport,21.5,11.2,0,5.3,14,9
9,jun,2018,Knock Airport,17.5,10.5,0,5.7,18,1.2
10,jun,2018,Knock Airport,15.2,11.2,0.1,6.3,16,0
11,jun,2018,Knock Airport,15.7,10.6,0.3,6.8,18,1.5
12,jun,2018,Knock Airport,14.1,8.9,0.2,5.8,19,0.6
13,jun,2018,Knock Airport,14.5,7.3,11.7,13.6,47,0
14,jun,2018,Knock Airport,14.8,8.1,3.9,18,53,4.9
15,jun,2018,Knock Airport,14,7.9,2,8.9,23,1.8
16,jun,2018,Knock Airport,15,8.1,6.1,12.2,26,6
17,jun,2018,Knock Airport,14.4,9.1,1.5,11.5,28,0.1
18,jun,2018,Knock Airport,15.1,7.3,0.1,10.6,26,5.2
19,jun,2018,Knock Airport,15.3,7,21.7,8.3,33,0
20,jun,2018,Knock Airport,13.7,7.4,3.1,12.2,28,2.4
21,jun,2018,Knock Airport,14.5,6.5,0,9.4,24,10.8
22,jun,2018,Knock Airport,16.9,5.7,0,4.7,15,10.9
23,jun,2018,Knock Airport,19.9,7.9,0,4.1,14,13.7
24,jun,2018,Knock Airport,23.2,9.2,0,4.5,18,15.9
25,jun,2018,Knock Airport,24.2,11.8,0,4.2,12,12.2
26,jun,2018,Knock Airport,26.3,14.5,0,5.6,14,10.6
27,jun,2018,Knock Airport,28.2,14.6,0,4.5,13,14.5
28,jun,2018,Knock Airport,28.9,16.6,0,6.2,15,15.2
29,jun,2018,Knock Airport,28.1,15.4,0,6.2,16,15.3
30,jun,2018,Knock Airport,26.9,13.1,0,8,20,11
1,jul,2018,Knock Airport,16.7,10,0,12.3,26,0.2
2,jul,2018,Knock Airport,21.7,8.5,0,9.2,22,15.3
3,jul,2018,Knock Airport,24.1,12.8,0,6.7,18,15.1
4,jul,2018,Knock Airport,25.1,11.2,0,7,19,14.5
5,jul,2018,Knock Airport,18.6,11.2,0,5.3,16,1.6
6,jul,2018,Knock Airport,20.7,10.9,0,5.2,15,4.1
7,jul,2018,Knock Airport,21.7,12,0,6.2,17,1
8,jul,2018,Knock Airport,21.5,13.5,0.1,5.4,14,1.9
9,jul,2018,Knock Airport,18.4,10.7,0.1,6.4,16,6.6
10,jul,2018,Knock Airport,18.6,9.3,0,6.5,18,4.1
11,jul,2018,Knock Airport,17.7,10.7,0.9,6.7,19,0.6
12,jul,2018,Knock Airport,16.8,10,0,5.7,17,0.1
13,jul,2018,Knock Airport,18.1,11.5,0,3,11,1.5
14,jul,2018,Knock Airport,17.4,11,2.8,10.2,26,0
15,jul,2018,Knock Airport,17.5,11.4,8.4,9,22,0
16,jul,2018,Knock Airport,16.7,10,0.2,7.4,20,4
17,jul,2018,Knock Airport,17.5,9.5,4.9,,19,1.8
18,jul,2018,Knock Airport,17.2,8.9,0.3,5.4,14,2.8
19,jul,2018,Knock Airport,18.6,10.7,0.4,5.6,17,3.3
20,jul,2018,Knock Airport,16.5,11.6,4.1,8.5,18,0.3
21,jul,2018,Knock Airport,17.8,11.2,0.3,7.2,16,1
22,jul,2018,Knock Airport,23.3,14.7,0,7.9,18,4.4
23,jul,2018,Knock Airport,18.5,12.5,4,7.9,19,3.1
24,jul,2018,Knock Airport,18.1,9.6,0.2,6.1,18,5.6
25,jul,2018,Knock Airport,22.3,9.3,0,8.5,21,7.3
26,jul,2018,Knock Airport,20.2,13.2,19.9,9.8,30,0.5
27,jul,2018,Knock Airport,17.5,12.2,17.9,7.3,24,0.2
28,jul,2018,Knock Airport,15.9,9.5,3.7,10.8,27,5.1
29,jul,2018,Knock Airport,17,8.5,3.2,5.9,21,7
30,jul,2018,Knock Airport,17.7,8.4,1.6,7.8,24,9.3
31,jul,2018,Knock Airport,15,9,9.6,12.4,32,0.5
1,aug,2018,Knock Airport,16.3,10.7,21.3,10,30,0
2,aug,2018,Knock Airport,17.8,15.1,1.6,8.4,18,0
3,aug,2018,Knock Airport,18.2,13.1,0.9,5.9,14,0.6
4,aug,2018,Knock Airport,18.2,12.4,0,5.6,15,2.2
5,aug,2018,Knock Airport,17.7,11,0,7.5,20,1.2
6,aug,2018,Knock Airport,18.1,11.6,0.3,8.7,18,4
7,aug,2018,Knock Airport,16.9,9.9,2.7,7.5,22,3.6
8,aug,2018,Knock Airport,15,7.1,0.7,9.2,29,9.2
9,aug,2018,Knock Airport,16.6,6.7,1.6,7.1,22,6.6
10,aug,2018,Knock Airport,16.4,8,0.4,6.9,23,7.9
11,aug,2018,Knock Airport,18.2,7.1,3.6,8.9,24,0.7
12,aug,2018,Knock Airport,18.6,11.6,0,3.8,11,4.2
13,aug,2018,Knock Airport,18.5,12.1,0.6,6.7,19,2.1
14,aug,2018,Knock Airport,16.1,13.5,4.7,10.2,24,0
15,aug,2018,Knock Airport,17.4,9.8,3.8,9.5,26,1.4
16,aug,2018,Knock Airport,16,9.4,4.2,10,26,5.7
17,aug,2018,Knock Airport,14.9,10.2,15.5,11.6,31,0
18,aug,2018,Knock Airport,18.2,13.6,18,9.8,26,1.4
19,aug,2018,Knock Airport,18.6,13.7,0.6,5.8,17,0
20,aug,2018,Knock Airport,19,13.9,3.5,4.6,12,1
21,aug,2018,Knock Airport,19.9,12.5,4.6,10.1,27,2.5
22,aug,2018,Knock Airport,16.1,10.8,8.8,8.4,20,2.1
23,aug,2018,Knock Airport,14.1,8.9,8,11.8,33,6.6
24,aug,2018,Knock Airport,14,7.3,6.7,9.7,30,4.7
25,aug,2018,Knock Airport,16.3,7.3,0.7,5.3,14,4.9
26,aug,2018,Knock Airport,15.3,8.1,18.4,13.1,29,1
27,aug,2018,Knock Airport,15.3,10,1,10.3,26,2.5
28,aug,2018,Knock Airport,,,5,8.3,20,0
29,aug,2018,Knock Airport,15.2,6.8,0,6.6,19,5
30,aug,2018,Knock Airport,15.7,7.9,0,4.7,14,3.1
31,aug,2018,Knock Airport,16.7,7.2,3,8.9,22,0
1,sep,2018,Knock Airport,18.7,12.4,0.1,4.8,13,1.8
2,sep,2018,Knock Airport,17,7.4,2.2,9.7,23,0
3,sep,2018,Knock Airport,15.2,7.2,0.1,6.7,20,9.5
4,sep,2018,Knock Airport,15.1,8.2,0,4.2,13,0.5
5,sep,2018,Knock Airport,16,9.9,5.9,6.6,18,1.3
6,sep,2018,Knock Airport,12.9,8.7,2.8,5.4,18,0.5
7,sep,2018,Knock Airport,13.2,7,0.4,5.2,14,0.1
8,sep,2018,Knock Airport,13.8,10.8,8.9,7.4,20,0
9,sep,2018,Knock Airport,15,10.3,2.4,13.6,33,5
10,sep,2018,Knock Airport,14.9,9.9,6.1,10.5,29,0
11,sep,2018,Knock Airport,14.6,8.7,1.6,10.3,34,2.2
12,sep,2018,Knock Airport,14.4,6.8,0.7,9,25,8.6
13,sep,2018,Knock Airport,14.4,8.6,4,9.1,26,1.3
14,sep,2018,Knock Airport,14.7,8.7,6.3,9.8,28,2.4
15,sep,2018,Knock Airport,14.6,9.8,3.4,9.6,34,0
16,sep,2018,Knock Airport,14.8,9.6,0.3,9.5,34,0.3
17,sep,2018,Knock Airport,17.4,9.2,18.5,11.2,32,0
18,sep,2018,Knock Airport,16.3,9.6,4.7,12.5,42,3.9
19,sep,2018,Knock Airport,12.3,7,22.2,18.4,63,5
20,sep,2018,Knock Airport,10.8,4.9,1.2,5.2,25,0
21,sep,2018,Knock Airport,12.4,4.7,2.9,11.3,33,6.4
22,sep,2018,Knock Airport,12.8,5.6,0,3.9,13,2
23,sep,2018,Knock Airport,11.6,4.1,0.5,8.9,27,6.4
24,sep,2018,Knock Airport,13.9,3.8,0,5.8,16,3
25,sep,2018,Knock Airport,13.4,5.5,2.8,15.2,33,0
26,sep,2018,Knock Airport,15.1,10.5,3.6,10.1,26,0
27,sep,2018,Knock Airport,12.4,6.6,0.8,8,25,1.3
28,sep,2018,Knock Airport,11.6,5.6,0,2.3,10,0.5
29,sep,2018,Knock Airport,12.4,3.4,1.8,7.5,24,3.9
30,sep,2018,Knock Airport,11.4,6.3,0,10.1,29,0.7
1,oct,2018,Knock Airport,13.6,7,3.9,9.8,26,0.6
2,oct,2018,Knock Airport,13.2,10.9,3.2,11.8,24,0
3,oct,2018,Knock Airport,13.5,10.5,2.5,7.7,23,0.1
4,oct,2018,Knock Airport,13.9,7.8,3.3,8.6,27,0.1
5,oct,2018,Knock Airport,10.6,4.6,0,4.7,19,4.6
6,oct,2018,Knock Airport,11.1,3.4,0.1,6.1,17,8.8
7,oct,2018,Knock Airport,12.3,3.6,9,13.5,36,0
8,oct,2018,Knock Airport,12.7,11.9,7.5,17,36,0
9,oct,2018,Knock Airport,13.9,10.5,9,16.5,39,0
10,oct,2018,Knock Airport,18.8,10.2,0.2,14.6,36,5.1
11,oct,2018,Knock Airport,14.5,7.3,4,11.9,37,3.1
12,oct,2018,Knock Airport,13.1,8.4,7.8,17.3,49,1.5
13,oct,2018,Knock Airport,10.2,6.1,19.8,6.5,20,0
14,oct,2018,Knock Airport,11.8,3,0.1,5,16,7.9
15,oct,2018,Knock Airport,12.9,3.6,0,5.6,19,9.4
16,oct,2018,Knock Airport,14.7,6.5,1.8,11,26,3.5
17,oct,2018,Knock Airport,12.2,5.6,1.3,6,21,8.2
18,oct,2018,Knock Airport,11.2,4,0.1,5.6,,2.4
19,oct,2018,Knock Airport,12.8,7,1.2,9.4,24,0
20,oct,2018,Knock Airport,13.7,11.5,0.2,10.8,24,0
21,oct,2018,Knock Airport,13.1,5.7,4.2,9.8,,4
22,oct,2018,Knock Airport,12.4,3.8,0,9.9,24,7.8
23,oct,2018,Knock Airport,12.8,7.9,0,10.9,27,5.1
24,oct,2018,Knock Airport,10.5,7.7,0,6.9,15,0
25,oct,2018,Knock Airport,10.9,5.8,1.2,8.5,28,2.2
26,oct,2018,Knock Airport,7.6,3.1,6.4,11.8,32,5.4
27,oct,2018,Knock Airport,5.7,1,10.7,7.6,29,4.9
28,oct,2018,Knock Airport,9.1,0.9,0,4,13,8
29,oct,2018,Knock Airport,6.1,1.4,0,10.8,26,0
30,oct,2018,Knock Airport,7.7,2.1,0.1,6.5,18,0.5
31,oct,2018,Knock Airport,8,0.8,5.7,5.5,29,3.1
1,nov,2018,Knock Airport,8.9,0.7,0.3,6.5,20,7.9
2,nov,2018,Knock Airport,11.3,1.4,10.5,11.4,38,0.3
3,nov,2018,Knock Airport,12.9,7.5,12.3,17,40,0.7
4,nov,2018,Knock Airport,10.2,5.5,0.7,8.5,25,3.4
5,nov,2018,Knock Airport,9.1,5.9,2.3,5,18,0
6,nov,2018,Knock Airport,10.8,6.2,10.5,11.2,32,0.4
7,nov,2018,Knock Airport,7.5,1.1,2,7.4,26,0.2
8,nov,2018,Knock Airport,10,2.5,2.4,10.5,28,6.9
9,nov,2018,Knock Airport,9.5,4.7,16.7,15.2,46,0
10,nov,2018,Knock Airport,9,3.4,0.3,6.8,17,4.8
11,nov,2018,Knock Airport,7.2,2.7,6.4,9,25,0.8
12,nov,2018,Knock Airport,8.7,5.9,4.3,11.2,26,0.2
13,nov,2018,Knock Airport,10.3,4.7,6,11.3,28,0
14,nov,2018,Knock Airport,13.3,10.3,16.6,16,37,0
15,nov,2018,Knock Airport,11.6,4.1,11.9,10.1,32,0
16,nov,2018,Knock Airport,11.5,4.1,0.2,13.1,33,0
17,nov,2018,Knock Airport,11.7,6.3,0,13.9,30,0
18,nov,2018,Knock Airport,10.5,4,0.4,12.3,26,7.4
19,nov,2018,Knock Airport,7.4,4.1,0.2,10.4,28,1.1
20,nov,2018,Knock Airport,6.5,1.6,0.1,10.2,24,6.4
21,nov,2018,Knock Airport,4.9,1.4,1.5,8.9,20,0
22,nov,2018,Knock Airport,6.9,1.5,0.2,11,23,4.3
23,nov,2018,Knock Airport,6.1,1.3,0,9.5,21,4.9
24,nov,2018,Knock Airport,7.5,4.4,0,7.7,22,0.1
25,nov,2018,Knock Airport,6.6,1.5,0.3,7.4,17,5.1
26,nov,2018,Knock Airport,5.5,2.5,0,10.6,28,0.8
27,nov,2018,Knock Airport,8.4,4.2,16.1,14.8,46,1.4
28,nov,2018,Knock Airport,12,6.3,2.5,18.3,55,0
29,nov,2018,Knock Airport,8.3,5.1,6.8,12,34,2.4
30,nov,2018,Knock Airport,,,5.4,11.3,33,1.2
1,dec,2018,Knock Airport,6.2,3.6,5.9,4.3,14,0
2,dec,2018,Knock Airport,9.7,5.3,10.7,7.9,27,0
3,dec,2018,Knock Airport,6.9,1.4,0.1,6.6,18,4.3
4,dec,2018,Knock Airport,3.8,1.2,0.4,5.6,20,0
5,dec,2018,Knock Airport,9.7,2.4,7.7,8.3,26,0
6,dec,2018,Knock Airport,11.3,6.6,5.4,13.2,36,0
7,dec,2018,Knock Airport,11,3.2,6.3,19.6,48,1.3
8,dec,2018,Knock Airport,8.9,5.3,13.5,17.3,40,0
9,dec,2018,Knock Airport,7.9,3.4,1.4,14.6,35,2.1
10,dec,2018,Knock Airport,8.8,2.4,0.2,6.8,18,0
11,dec,2018,Knock Airport,,,3.1,10.4,28,0
12,dec,2018,Knock Airport,6.3,1.5,1.2,10.2,37,0
13,dec,2018,Knock Airport,6.6,3.9,3.8,16,34,0
14,dec,2018,Knock Airport,7.5,4.7,3.7,15.1,34,0
15,dec,2018,Knock Airport,11.6,3.7,20.1,16.5,40,0
16,dec,2018,Knock Airport,5.9,2.2,1.1,7.5,21,2.4
17,dec,2018,Knock Airport,10.8,2.5,10.4,15.2,43,0
18,dec,2018,Knock Airport,11.1,3.5,10.3,12.8,47,1.4
19,dec,2018,Knock Airport,5.9,3.4,7.6,10.8,25,0
20,dec,2018,Knock Airport,7.2,4.9,4.1,10.8,28,1.3
21,dec,2018,Knock Airport,8.3,3.9,10,7.6,32,0
22,dec,2018,Knock Airport,7.3,4.5,4.8,8,20,0.5
23,dec,2018,Knock Airport,6.5,4.4,3.5,5.8,17,0
24,dec,2018,Knock Airport,7.7,3.5,1.1,9.4,19,0
25,dec,2018,Knock Airport,10.5,7.6,0.2,11.2,29,0
26,dec,2018,Knock Airport,9.1,8,0,8.2,21,0
27,dec,2018,Knock Airport,8.8,7.3,0.2,6.8,21,0
28,dec,2018,Knock Airport,10.2,6.4,1.9,10,31,0.9
29,dec,2018,Knock Airport,10.9,6.9,0.4,9.8,34,0.1
30,dec,2018,Knock Airport,10.8,8,0.2,8.2,23,1.2
31,dec,2018,Knock Airport,9.4,6.8,0,7.5,21,0
1,jan,2019,Knock Airport,,,1.3,6.6,14,0
2,jan,2019,Knock Airport,5.9,3.2,1.5,5.3,14,0
3,jan,2019,Knock Airport,6.7,4.2,0.2,5.5,15,0
4,jan,2019,Knock Airport,5,4,0,6.8,16,0
5,jan,2019,Knock Airport,7.5,1.2,0.5,6.3,16,0
6,jan,2019,Knock Airport,10,7.4,1.7,8.4,21,0
7,jan,2019,Knock Airport,10.2,5.5,2.7,12.2,29,0
8,jan,2019,Knock Airport,8.1,5.6,0,7.3,17,0.1
9,jan,2019,Knock Airport,9.7,6.7,2.6,3.6,13,0
10,jan,2019,Knock Airport,10.1,7.8,0.1,4.2,16,0
11,jan,2019,Knock Airport,8.9,5.6,0.9,8,24,0
12,jan,2019,Knock Airport,9.3,6.4,1,16.1,35,0
13,jan,2019,Knock Airport,9.5,6.5,0.6,17.2,43,0.6
14,jan,2019,Knock Airport,7.5,5.2,0.5,8.8,23,0
15,jan,2019,Knock Airport,9,5.6,3.7,10.3,26,0
16,jan,2019,Knock Airport,5.7,1.4,6.1,9.6,26,0.9
17,jan,2019,Knock Airport,3.7,-0.2,0.4,6.5,26,0.4
18,jan,2019,Knock Airport,6.9,-0.2,8.8,8.5,26,0
19,jan,2019,Knock Airport,5.3,3.4,1.4,2.5,7,0
20,jan,2019,Knock Airport,6.2,1.3,2.1,7.8,32,3
21,jan,2019,Knock Airport,5.1,-0.6,6.2,11.2,36,0
22,jan,2019,Knock Airport,3.7,-0.4,4.7,8.9,22,1.7
23,jan,2019,Knock Airport,6.3,1.4,2.2,7.4,23,0
24,jan,2019,Knock Airport,9.5,6.1,3.9,13,31,0
25,jan,2019,Knock Airport,9.3,7,1.7,11.7,26,0.1
26,jan,2019,Knock Airport,8.5,1.9,13.3,14.8,53,0.4
27,jan,2019,Knock Airport,5,1.5,1.2,13.1,45,0.7
28,jan,2019,Knock Airport,5.2,0.2,4.6,5.8,23,2.7
29,jan,2019,Knock Airport,2.8,-1.1,4.6,8.6,24,1.5
30,jan,2019,Knock Airport,2.8,-2.5,6.7,4.3,16,6
31,jan,2019,Knock Airport,0.5,-2,8,14.2,39,0
1,feb,2019,Knock Airport,3,-2.9,0.3,6.4,20,6.1
2,feb,2019,Knock Airport,3.9,-1.4,0.8,5.7,21,5.5
3,feb,2019,Knock Airport,7.1,0,7.9,8.9,27,0
4,feb,2019,Knock Airport,8.7,0.7,0,7.8,28,7
5,feb,2019,Knock Airport,10.6,0.8,9,11,32,0
6,feb,2019,Knock Airport,7.9,-0.2,14,9.3,24,2.4
7,feb,2019,Knock Airport,7.8,0.1,7,10,30,2.8
8,feb,2019,Knock Airport,9,4.1,13.2,24.7,60,1.5
9,feb,2019,Knock Airport,6.2,1.8,10.9,10.9,47,0.4
10,feb,2019,Knock Airport,6.1,0.7,2.6,14,47,2.4
11,feb,2019,Knock Airport,7.9,2.3,0.1,8.3,24,0
12,feb,2019,Knock Airport,11.7,6.7,3.5,12,29,1.4
13,feb,2019,Knock Airport,10.5,8,0.3,14.5,31,0.1
14,feb,2019,Knock Airport,11.3,6.3,0.3,13.9,28,2.6
15,feb,2019,Knock Airport,10.7,3.5,0.8,14,32,0
16,feb,2019,Knock Airport,9.6,5.1,1.7,13.9,32,0.1
17,feb,2019,Knock Airport,9,4.6,6.5,14.2,34,3.6
18,feb,2019,Knock Airport,8.4,3.7,8.1,11.5,30,2.2
19,feb,2019,Knock Airport,9.5,2.3,9.2,11.8,30,0
20,feb,2019,Knock Airport,11.7,8.8,1.6,13.6,33,1.1
21,feb,2019,Knock Airport,11.7,9.3,0,15.2,37,0
22,feb,2019,Knock Airport,12.1,9.5,0.3,16.1,38,0.1
23,feb,2019,Knock Airport,11.9,3.7,0.3,12.5,34,1.5
24,feb,2019,Knock Airport,11.6,3.2,0.4,11.8,29,0.2
25,feb,2019,Knock Airport,14.8,6.5,0.1,10.4,27,1.3
26,feb,2019,Knock Airport,14.6,4,0,6.9,18,4.7
27,feb,2019,Knock Airport,9.9,2.6,0.1,5.3,13,1.9
28,feb,2019,Knock Airport,10.4,4.3,0.2,6,20,0.9
1,mar,2019,Knock Airport,8.5,3.3,11.1,6.3,17,0.1
2,mar,2019,Knock Airport,9.5,2.7,8.2,15.5,46,1.4
3,mar,2019,Knock Airport,5.9,0.8,3.2,7.8,42,0
4,mar,2019,Knock Airport,6.3,0.7,7.7,7.7,26,1.6
5,mar,2019,Knock Airport,9.5,2.5,20,10.4,29,2.1
6,mar,2019,Knock Airport,7.2,1.2,13.5,14.5,33,1
7,mar,2019,Knock Airport,8.6,2.2,4.8,13.8,40,5.5
8,mar,2019,Knock Airport,9.3,2.3,6,11.7,38,1.3
9,mar,2019,Knock Airport,7.2,2.1,6,12.1,40,1.8
10,mar,2019,Knock Airport,4.6,-0.3,10.4,16.1,51,3.2
11,mar,2019,Knock Airport,9.4,0.7,12.4,14.1,38,0.3
12,mar,2019,Knock Airport,6.4,1.3,7.9,21,58,2.1
13,mar,2019,Knock Airport,7.9,4,8.6,20.2,46,1.2
14,mar,2019,Knock Airport,9.8,5.2,12.4,19.6,46,1.6
15,mar,2019,Knock Airport,9.7,1.8,9.5,13.2,44,1.4
16,mar,2019,Knock Airport,9.5,1.3,25.4,13.4,33,0.6
17,mar,2019,Knock Airport,8.8,0.1,2.6,13.1,42,4.6
18,mar,2019,Knock Airport,8.7,3.9,6.3,9.2,24,0
19,mar,2019,Knock Airport,11.5,5.1,0.8,9,24,2.3
20,mar,2019,Knock Airport,12.9,7.5,0.1,9.5,24,0.9
21,mar,2019,Knock Airport,11.2,8.8,0.1,10.3,27,0
22,mar,2019,Knock Airport,9.5,2.3,4.2,14.2,39,2.6
23,mar,2019,Knock Airport,8.3,1.2,0,5.5,15,3.7
24,mar,2019,Knock Airport,9.4,1.9,0.2,11.6,28,2.6
25,mar,2019,Knock Airport,10.6,3.7,0,5.2,13,3.1
26,mar,2019,Knock Airport,10.3,2.9,0,6.5,17,1.3
27,mar,2019,Knock Airport,10.7,6.2,0,5.5,16,0.2
28,mar,2019,Knock Airport,13.1,3.4,0,8.2,22,10.4
29,mar,2019,Knock Airport,10.4,5.3,0,6.5,19,0.1
30,mar,2019,Knock Airport,8,2.8,1,5.7,18,0
31,mar,2019,Knock Airport,10.1,1.7,0,6.5,17,6.3
1,apr,2019,Knock Airport,8.7,1.1,2.2,7.8,26,1.3
2,apr,2019,Knock Airport,4.7,-0.1,8,11.7,40,1.6
3,apr,2019,Knock Airport,6.7,1.3,8.3,17.5,46,5.6
4,apr,2019,Knock Airport,7.4,0.8,2.4,7.2,25,5.2
5,apr,2019,Knock Airport,10.2,0.8,3.6,6.9,16,7.3
6,apr,2019,Knock Airport,12.3,4.4,0.1,8.9,23,3.2
7,apr,2019,Knock Airport,12.8,2.3,0,7.8,22,8
8,apr,2019,Knock Airport,9,5.1,0.1,10.2,22,0
9,apr,2019,Knock Airport,13.4,4.6,0.2,9.1,21,3.9
10,apr,2019,Knock Airport,11.4,2.5,0,8,18,9.3
11,apr,2019,Knock Airport,12.7,4.5,0,5.7,14,0.6
12,apr,2019,Knock Airport,10.9,2.1,,10.7,28,1.5
13,apr,2019,Knock Airport,10.3,3.6,7.6,19.7,45,0.6
14,apr,2019,Knock Airport,4.3,2.5,14.1,17.4,37,0
15,apr,2019,Knock Airport,6.7,1.9,4.9,20.1,44,0
16,apr,2019,Knock Airport,13.7,6.5,0,7.8,21,3.4
17,apr,2019,Knock Airport,14.3,5.5,0,10.5,22,2.8
18,apr,2019,Knock Airport,18,6.4,0,10,25,8.9
19,apr,2019,Knock Airport,21.2,7.4,0,8.1,21,4.9
20,apr,2019,Knock Airport,16.5,8.2,0.2,3.7,11,2.3
21,apr,2019,Knock Airport,13,7.8,0.2,8.5,22,0.3
22,apr,2019,Knock Airport,19.9,6.2,0,12.2,32,10.5
23,apr,2019,Knock Airport,19.1,9,0,9.3,27,3.2
24,apr,2019,Knock Airport,13,7.4,15,9.2,22,0
25,apr,2019,Knock Airport,13.8,5.8,1.3,6.1,19,4.8
26,apr,2019,Knock Airport,9.1,5.2,15.6,12.2,48,0.8
27,apr,2019,Knock Airport,10.2,4.1,2.5,19.1,47,7.1
28,apr,2019,Knock Airport,12.6,4.7,1,7,18,0.1
29,apr,2019,Knock Airport,13.2,8.6,1.3,9.3,25,0
